stateAbbreviation,state,licenseByReciprocity,proofOtherOrAllStateLicense,stateResidencyProof,passportSizePhoto,driversLicensePhotoCopy,nameChangeProof,socialSecurityCopy,Hours,MBLEX_or_NCBTMB,goodHealthClearance,BoardBackgroundCheckFee,stateApplyingBackgroundCheck,DOJ_backgroundCheck,applicationCost,licensingCost,licenseRenewalFee,CPR_certification,licensingETA,healthReferences,CEU,timeLicenseValidYears,liabilityInsurance,schoolTranscripts,MBLEX_transcript,LMT_AvgJobsListed_IndeedFirst5pages,LMT_HourlyAvgPayRangeAdvertised_Indeed,LMT_AnualAvgPayAdvertised_Indeed,Zillow_2BR_10cityAverageHomeValue,median2018IncomeByState,total_state_population,percent_black,percent_white,percent_two_or_more,percent_Native_American,percent_Asian,percent_Pacific_Islander,percent_Latino,cashier_jobsListed,cashier_avgHourly,cashier_avgAnnualSalary,remote_jobsListed,remote_avgHourly,remote_avgAnnualSalary,personalTrainer_jobsListed,personalTrainer_avgHourly,personalTrainer_avgAnnualSalary,houseCleaner_jobsListed,houseCleaner_avgHourly,houseCleaner_avgAnnualSalary,warehouse_jobsListed,warehouse_avgHourly,warehouse_avgAnnualSalary,security_jobsListed,security_avgHourly,security_avgAnnualSalary,nanny_jobsListed,nanny_avgHourly,nanny_avgAnnualSalary,clerical_jobsListed,clerical_avgHourly,clerical_avgAnnualSalary,tutor_jobsListed,tutor_avgHourly,tutor_avgAnnualSalary,personal_assistant_jobsListed,personal_assistant_avgHourly,personal_assistant_avgAnualSalary,dataScientist_jobsListed,dataScientist_avgHourly,dataScientist_avgAnualSalary,nurses jobsListed,nurses avgHourly,nurses avgAnualSalary,personalAssistant jobsListed,personalAssistant avgHourly,personalAssistant avgAnualSalary,chiropractor jobsListed,chiropractor avgHourly,chiropractor avgAnualSalary,physicalTherapist jobsListed,physicalTherapist avgHourly,physicalTherapist avgAnualSalary,esthetician jobsListed,esthetician avgHourly,esthetician avgAnualSalary,medicalSpaEsthetician jobsListed,medicalSpaEsthetician avgHourly,medicalSpaEsthetician avgAnualSalary,medicalDoctor jobsListed,medicalDoctor avgHourly,medicalDoctor avgAnualSalary,pilatesInstructor jobsListed,pilatesInstructor avgHourly,pilatesInstructor avgAnualSalary,chiropractor_businessListings,wellness.clinic_businessListings,massage.spa_businessListings,yoga_businessListings,gym_businessListings,coffee_businessListings,health.food_businessListings,hair.salon_businessListings,tanning_businessListings,TwoBedroomApartment_Listings _10cities,Rent2BR2BA_MinPrice _10cities,Rent2BR2BA_MaxPrice _10cities,Rent2BR2BA_AvgPrice _10cities
RI,Rhode Island,1,yes,NA,yes,yes,yes,NA,500;,yes,NA,yes,yes,yes,65,NA,37.5,1,NA,3 character letters,12,1,NA,yes,yes; score of at least 63no,598,34.95819398,44545.46259,252537.9,64340,1057315,6.7,80.7,3.1,0.4,3.4,0.1,15.9,733,12.40450205,25801.36426,772,41.9488342,87253.57513,675,23.5962963,49080.2963,600,17.97333333,37384.53333,795,17.35012579,36088.26164,661,25.34152799,52710.37821,523,19.78202677,41146.61568,776,26.74178479,55622.91237,699,27.04238197,56248.15451,625,41.93582287,87226.51157,536,76.33396869,158774.6549,818,33.67726161,63560.49817,625,17.54359504,87226.51157,418,28.26854067,58798.56459,749,40.82532751,84916.68122,580,24.4573913,50871.37391,186,17.08602151,35538.92473,771,121.0583658,161050.9334,229,62.02054795,129002.7397,1381,730,1492,1398,1415,1490,1431,1516,1106,172,3114.621302,4497.289655,3842.384615
SC,South Carolina,Yes by endorsement; school approved and licensing exam has to be reviewed by the South Carolina Board of Massage Therapy,yes,NA,NA,yes,yes,NA,500;,yes,NA,yes,yes,yes,50,100,NA,NA,NA,NA,12/2years,NA,NA,yes,yes,475,37.31263158,81450,181933.1714,52306,5084127,26.6,67,2.4,0.5,1.6,0.1,5.8,708,11.93732345,24829.63277,768,40.45117188,84138.4375,530,30.88679245,64244.5283,663,13.64968652,28391.34796,759,15.9092556,33091.25165,610,13.16782787,27389.08197,344,16.0755814,33437.2093,764,15.77895942,32820.2356,668,23.70947581,49315.70968,596,32.92836942,68491.00839,285,NA,NA,796,45.92549623,80934.79334,596,13.4428634,68491.00839,190,31.81654676,66178.41727,712,23.81841652,49542.30637,502,32.98434004,68607.42729,234,19.48205742,40522.67943,771,31.32425422,226656.784,200,62.5,130000,1339,281,1414,1288,1313,1253,1266,1527,556,525,1261.419729,1720.700651,1464.597679
SD,South Dakota,"Yes by endorsement; temporary permit 100 application fee and 50 temporary permit fee, 50 is refundable if denied application",yes,NA,yes,yes,yes,yes,"500; 125 anatomy/physiology/kinesiology, 40 pathology, 200 massage/bodywork theory/assessment/practice,10 business/professionalism, 6 ethics, 125 in any related massage modality, 200 hours must be supervised by instructor",NA,NA,yes,yes,yes,100,65,NA,NA,NA,NA,8/2 years,NA,yes,NA,NA,45,27.48,NA,164059.75,56274,882235,2.2,84,2.7,8.8,1.7,0,3.9,285,10.87604651,22622.17674,786,41.44402036,86203.56234,85,16.38888889,34088.88889,136,12.50609756,26012.68293,653,16.81316998,34971.39357,205,14.53382353,30230.35294,NA,NA,NA,665,15.62083459,32491.33594,477,10.5,21840,80,22.87091346,47571.5,92,NA,NA,757,48.83237781,83355.87416,80,13.78076923,47571.5,215,33.15671642,68965.97015,208,42.26045045,87901.73694,20,NA,NA,649,24.96902269,51935.56719,489,45.4104499,208178.9687,10,56,116480,443,271,417,399,228,246,229,641,101,87,969.7037037,1209.046512,1022.179012
TN,Tennessee,No,yes,NA,NA,yes,yes,NA,"500; 200 hours Health Sciences, 200 hours Massage, 85 hours Allied Modalities, 10 hours Ethics, 5 hours TN Massage Law",yes,NA,yes,yes,yes,NA,275,NA,NA,12 weeks,"Yes, 2, anyone licensed in healthcare, doctor, nurse, dentist, and so on","24; only 8 allowed online, TN law and ethics needed",2,NA,yes,yes,385,34.83676976,58279.41176,177130.2917,52375,6770010,16.8,77.3,2.2,0.3,1.8,0.1,5.5,725,11.25931034,23419.36552,786,41.17748092,85649.16031,399,24.61588542,51201.04167,538,13.92193309,28957.62082,769,15.89109233,33053.47204,649,12.22001541,25417.63205,25,12.3,25584,772,18.38568653,38242.22798,658,17.81724924,37059.87842,527,35.30210584,73428.38015,305,57.69230769,120000,825,32.74809091,93547.422,527,13.80645161,73428.38015,48,NA,NA,625,85,176800,444,16.86119403,35071.28358,323,16.21766129,33732.73548,797,18.87883312,192659.7403,32,62.5,130000,1301,434,1324,1062,1153,1050,1153,1516,478,445,1276.510345,1927.058172,1521.15977
TX,Texas,"Yes by endorsement; States and Territories with Requirements Substantially Equivalent to Texas
Texas Massage Therapist License: Alabama, Arkansas, Delaware (500-hour program), District of Columbia, Georgia, Idaho, Kentucky, Louisiana, Michigan, Missouri, Nebraska, Nevada, New Hampshire, New Mexico, New York, North Dakota, Ohio, Oregon, Pennsylvania, South Dakota, Tennessee, Utah, Washington, West Virginia, and Wisconsin.

If you obtained your massage therapist license in one of these states, go here to apply for your Texas license.  https://www.tdlr.texas.gov/mas/masstate.htm

States and Territories Requiring Six Months of Licensure for Texas License Eligibility
Texas Massage Therapist License: Alaska, Arizona, California, Colorado, Connecticut, Delaware (300-hour program) Florida, Hawaii, Illinois, Indiana, Iowa, Maine, Maryland, Massachusetts, Mississippi, New Jersey, North Carolina, Oklahoma, Rhode Island, South Carolina and Virginia.

If you obtained your massage therapist license in one of these states, go here to apply for your Texas license.

Your six months of licensure will be confirmed by the letter of certification required from the state in which you are currently licensed (see #10 in the application instructions).",yes,NA,NA,yes,yes,yes,"500; 200 hours of massage therapy techniques and theory and the practice of manipulation of soft tissue,
with at least 125 hours of Swedish massage therapy techniques;
• 50 hours of anatomy;
• 25 hours of physiology;
• 50 hours of kinesiology;
• 40 hours of pathology;
• 20 hours of hydrotherapy;
• 45 hours of massage therapy laws and rules, business practices and professional ethics;
• 20 hours of health and hygiene, first aid, universal precautions, and cardiopulmonary resuscitation
(CPR);
• a 50-hour internship.",Yes; and a state jurisprudence exam,NA,yes,yes,yes,100,NA,NA,1,NA,NA,NA,NA,NA,NA,yes; and state juriprudence exam,602,31.48671096,54295.33214,195904.4832,60629,28701845,12.3,73.5,2.7,0.5,5,0.1,39.6,739,11.43348281,23781.64425,792,40.94381313,85163.13131,579,35.10278746,73013.79791,514,17.26571709,35912.69155,755,18.13162914,37713.78861,600,15.39945833,32030.87333,308,16.51155116,34344.0264,757,18.45556803,38387.58151,659,21.87310319,45496.05463,574,28.20423646,58664.81185,540,64.72270173,134623.2196,823,51.01579587,92523.51094,574,15.85913763,58664.81185,175,21.39423077,44500,681,47.13477089,98040.32345,521,32.91763566,68468.68217,478,28.04910714,58342.14286,789,26.35218631,179827.7718,494,55.35131894,115130.7434,1332,1052,1408,1272,1363,1277,1358,1512,917,1037,1360.037938,2057.528464,1662.073444
UT,Utah,"Yes by endorsement with similar paperwork to new applicants; https://le.utah.gov/xcode/Title58/Chapter1/58-1-S302.html?v=C58-1-S302_2020051220200512  Effective 5/12/2020
58-1-302.  License by endorsement.
(1)	Subject to Subsections (2), (3), (4), and (5), the division shall issue a license without examination to a person who has been licensed in a state, district, or territory of the United States if:
(a)	after being licensed outside of this state, the person has at least one year of experience in the state, district, or territory of the United States where the license was issued;
(b)	the person's license is in good standing in the state, district, or territory of the United States where the license was issued; and
(c)	the division determines that the license issued by the state, district, or territory of the United States encompasses a similar scope of practice as the license sought in this state.
(2)	The division, in consultation with the applicable licensing board, may make rules in accordance with Title 63G, Chapter 3, Utah Administrative Rulemaking Act, prescribing the administration and requirements of this section.
(3)	Notwithstanding the provisions of Subsection (1), the division may refuse to issue a license to a person under the provisions of this section if:
(a)	the division determines that there is reasonable cause to believe that the person is not qualified to receive a license in this state; or
(b)	the person has a previous or pending disciplinary action related to the person's license.
(4)	Before a person may be issued a license under this section, the person shall:
(a)	pay a fee determined by the department under Section 63J-1-504; and
(b)	produce satisfactory evidence of the person's identity, qualifications, and good standing in the occupation or profession for which licensure is sought.
(5)	In accordance with Section 58-1-107, licensure endorsement provisions in this section are subject to and may be supplemented or altered by licensure endorsement provisions or multistate licensure compacts in specific chapters of this title.
(6)	On or before October 1, 2022, the division shall provide a written report to the Business and Labor Interim Committee regarding the effectiveness and sufficiency of the provisions of this section at ensuring that persons receiving a license without examination under the provisions of this section are qualified to receive a license in this state.


Amended by Chapter 339, 2020 General Session
<< Previous Section (58-1-301.7)	Download Options  PDF  | RTF  | XML	Next Section (58-1-303) >>
Disclaimer: Printing should be done from the PDF version of this document and not straight from the browser as such may not display correctly.",yes,NA,NA,yes,yes,yes,"600; complete 1000 hours as apprentice or 125 hours of anatomy, physiology and kinesiology
40 hours of pathology
285 hours of massage theory and techniques, including basic Swedish and hands-on instruction
35 hours of ethics, professional standards, and businesses practices
15 hours of sanitation, universal precautions, CPR and first aid
100 hours of student clinic",yes,NA,yes,yes,yes,95,60,52,NA,NA,NA,NA,"2, all expire May 31st of odd numbered years, Massage therapist application processing fee: $95
Massage apprentice application processing fee: $70
Licensing fee: $60
Renewal fee: $52",NA,yes,yes,626,38.76357827,40622.41107,319213.4516,71414,3161105,1.3,85.7,3.2,1.1,2.4,0.9,14.2,744,12.0515793,25067.28495,779,40.65532734,84563.08087,428,32.91238318,68457.75701,544,18.02090993,37483.49265,786,16.68487277,34704.53537,588,20.08205782,41770.68027,509,18.00297619,37446.19048,785,18.55831847,38601.30242,676,27.19277597,56560.97403,597,31.22513405,64948.27883,568,43.39560476,90262.85791,783,56.22349936,88075.49788,597,17.0561139,64948.27883,497,31.20184426,64899.83607,481,NA,NA,609,26.6010101,55330.10101,186,16.5,34320,777,50.38936937,141861,127,60.74766355,126355.1402,1509,817,1443,1163,1291,1221,1420,1517,769,233,1349.731278,1774.861538,1529.169604
VT,Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,27.60869565,41785.71429,193815.5455,60782,626299,1.2,94.1,2,0.3,1.9,0,2,589,12.95967742,26956.12903,787,40.96505718,85207.31893,65,18.35714286,38182.85714,255,22.5,46800,772,16.16580311,33624.87047,566,15.30896643,31842.65018,523,17.60611855,36620.72658,749,17.87433244,37178.61148,441,19.42666667,40407.46667,210,29.80769231,62000,111,NA,NA,817,36.29119339,82164.29865,210,18.83333333,62000,243,24.19724771,50330.27523,466,43.38732394,90245.6338,70,17,35360,688,23.42825769,48730.77599,697,26.32209469,223600.2245,50,62.5,130000,716,247,865,439,508,589,575,1074,110,28,1707.115385,1768.75,1716.961538
VA,Virginia,"Yes by endorsement, see notes 2",yes,NA,NA,yes,yes,yes,500;,yes,NA,yes,yes,yes,140,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,659,34.58459788,69386.3817,252271.3699,72577,8517685,19.2,67.4,4.1,0.3,6.5,0.1,9.5,736,11.94548234,24846.60326,785,40.87388535,85017.68153,603,28.4539801,59184.27861,659,17.80728376,37039.15023,777,17.73507079,36888.94723,631,12.35899366,25706.70681,342,13.72368421,28545.26316,756,18.38123677,38232.97249,721,32.97503467,68588.07212,657,40.80339648,84871.06469,654,50.72182459,105501.3951,799,46.98773467,95657.30663,657,16.79869102,84871.06469,428,25.44268293,52920.78049,728,56.59090909,117709.0909,645,35.5255814,73893.2093,461,20.20702179,42030.60533,758,20.84366755,179469.942,345,57.92857143,120491.4286,1483,663,1503,1389,1431,1445,1462,1519,728,579,1705.231986,2678.698574,2092.913884
WA,Washington,"Yes by endorsement; Licensing for out-of-state applicants
New rules for out-of-state applicants went into effect July 31, 2017 as follows:

WAC 246-830-035, Licensing for out-of-state applicants, allows for licensure by endorsement if the applicant holds a massage therapy license in good standing in another state, and the state’s education and training requirements are substantially equivalent to Washington State.

WAC 246-830-037, Transfer programs and transfer of prior education and clock hours, allows for licensure by educational endorsement if the applicant went to an out-of-state school, does not hold an out-of-state massage therapy license, and transferred credits to and successfully completed a board-approved transfer program.
",yes,NA,NA,NA,NA,NA,"500; completed in no less than six months and must consist of the following:

One hundred thirty hours of anatomy, physiology, and kinesiology with a minimum of 40 hours of kinesiology.
Fifty hours of pathology.
Two hundred sixty-five hours of theory and practice of massage. A maximum of 50 of these hours may include time spent in a student clinic.
Fifty-five hours of clinical/business practices.",yes,NA,yes,yes,yes,NA,NA,NA,1,NA,NA,24/2 years,NA,NA,yes,yes,753,52.01394422,79286.06965,417702.8608,74073,7535591,3.9,74.8,6,1.3,8.8,0.7,12.9,738,14.47357724,30105.04065,786,41.10050891,85489.05852,579,48.03670121,99916.33851,680,18.19393382,37843.38235,805,19.27701242,40096.18584,670,27.36742537,56924.24478,125,16.8,34944,798,22.12690476,46023.9619,686,31.28020408,65062.82449,694,31.92645408,66407.0245,637,77.26201973,160705.001,838,45.72306086,95238.47733,694,20.86239193,66407.0245,101,16.02439024,33330.73171,698,38.16690184,79387.15583,633,43.335703,90138.26224,333,18.61864407,38726.77966,812,33.43134236,137909.2562,482,56.25772822,117016.0747,1553,1314,1525,1452,1508,1500,1520,1510,1256,514,1998.940476,3070.351621,2402.509921
WV,West Virginia,"yes; For application using Reciprocity, please provide us with a copy of your current license from the State where you practice along with copies of your current continuing education units (certificates) if licensed over two year and proof of the successful completion of the NCBTMB exam or MBLEx examination sent directly from the national organization.  http://www.wvmassage.org/faq.asp?show=q1#q1",yes,NA,NA,yes,yes,NA,500;,yes,NA,yes,yes,yes,50,300,200,NA,14 days,NA,24/2 years,2,NA,yes,yes,126,26.88888889,46500,82370,44097,1805832,3.8,93,1.9,0.1,0.7,0,1.4,625,10.0872,20981.376,779,40.26957638,83760.71887,130,14.47368421,30105.26316,181,11.35632184,23621.14943,732,15.07900273,31364.32568,574,12.01547909,24992.19652,268,19.50373134,40567.76119,724,18.62089088,38731.45304,540,18.12595057,37701.97719,220,23.13495475,48120.70588,122,NA,NA,805,29.46812422,70487.54969,220,12.34820513,48120.70588,278,18.85164835,39211.42857,432,33.5,69680,152,16.94158879,35238.50467,694,22.6832853,47181.23343,733,27.03649386,174401.3683,69,26.81818182,55781.81818,560,264,456,405,322,556,270,1265,300,37,922.46875,1419.1,1000.0625
WI,Wisconsin,"yes stated as reciprocity, but the rules and checklist the same as the new applicants and must have same school hours of education, no mention of work history experience or having been licensed for so many months or years if under on hours. https://dsps.wi.gov/Credentialing/Health/fm2960.pdf  Also, with a 6 month temporary permit",yes,NA,NA,yes,yes,yes,600;,"yes, and a state jurisprudence exam with 85% score or better",NA,yes,yes,yes,75,"75, new applicants; 82, reciprocity applicants",62,1,NA,NA,NA,"2, every odd year on 2/28",yes,yes,"yes, and a state jurisprudence exam with 85% score or better",388,39.09497389,44261.55208,170618.9615,60773,5813568,6.4,85.3,2.5,0.9,2.8,0,6.9,669,10.56950673,21984.57399,781,39.84955186,82887.06786,465,29.18264249,60699.89637,328,13.95127796,29018.65815,786,17.59815522,36604.16285,589,13.7820034,28666.56706,587,25.45528109,52946.98467,781,20.15286812,41917.96569,706,22.36189802,46512.74788,434,31.59224997,65711.87994,423,52.62043269,109450.5,828,40.08272947,93875.28563,434,16.73946629,65711.87994,636,63.38522013,131841.2579,621,44.03753754,91598.07808,239,25.84620112,53760.09832,380,19.12083333,39771.33333,762,26.969521,162110.2511,99,59.91333333,124619.7333,1416,405,1319,833,1162,950,935,1515,594,287,1562.351254,2018.448133,1762.091398
WY,Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,25,NA,240742.7143,61584,577737,0.6,91.5,2.4,2.8,1,0.2,10,401,11.08988095,23066.95238,775,38.83483871,80776.46452,30,NA,NA,41,16.66463415,34662.43902,453,15.70435982,32665.06843,309,14.94422819,31083.99463,116,14.36148649,29871.89189,629,13.82953895,28765.44102,401,16.3555,34019.44,35,19.30504808,40154.5,84,26.49951923,55119,724,55.20694061,75151.99812,35,20,40154.5,NA,NA,NA,226,36,74880,45,15,31200,682,25.01173021,52024.39883,506,39.91837945,198480.8206,8,62.5,130000,258,182,321,173,127,189,195,565,69,32,821.1481481,1005.111111,846.0555556
