stateAbbreviation,state,licenseByReciprocity,proofOtherOrAllStateLicense,stateResidencyProof,passportSizePhoto,driversLicensePhotoCopy,nameChangeProof,socialSecurityCopy,Hours,MBLEX_or_NCBTMB,goodHealthClearance,BoardBackgroundCheckFee,stateApplyingBackgroundCheck,DOJ_backgroundCheck,applicationCost,licensingCost,licenseRenewalFee,CPR_certification,licensingETA,healthReferences,CEU,timeLicenseValidYears,liabilityInsurance,schoolTranscripts,MBLEX_transcript,LMT_AvgJobsListed_IndeedFirst5pages,LMT_HourlyAvgPayRangeAdvertised_Indeed,LMT_AnualAvgPayAdvertised_Indeed,Zillow_2BR_10cityAverageHomeValue,median2018IncomeByState,total_state_population,percent_black,percent_white,percent_two_or_more,percent_Native_American,percent_Asian,percent_Pacific_Islander,percent_Latino,cashier_jobsListed,cashier_avgHourly,cashier_avgAnnualSalary,remote_jobsListed,remote_avgHourly,remote_avgAnnualSalary,personalTrainer_jobsListed,personalTrainer_avgHourly,personalTrainer_avgAnnualSalary,houseCleaner_jobsListed,houseCleaner_avgHourly,houseCleaner_avgAnnualSalary,warehouse_jobsListed,warehouse_avgHourly,warehouse_avgAnnualSalary,security_jobsListed,security_avgHourly,security_avgAnnualSalary,nanny_jobsListed,nanny_avgHourly,nanny_avgAnnualSalary,clerical_jobsListed,clerical_avgHourly,clerical_avgAnnualSalary,tutor_jobsListed,tutor_avgHourly,tutor_avgAnnualSalary,personal_assistant_jobsListed,personal_assistant_avgHourly,personal_assistant_avgAnualSalary,dataScientist_jobsListed,dataScientist_avgHourly,dataScientist_avgAnualSalary,nurses jobsListed,nurses avgHourly,nurses avgAnualSalary,personalAssistant jobsListed,personalAssistant avgHourly,personalAssistant avgAnualSalary,chiropractor jobsListed,chiropractor avgHourly,chiropractor avgAnualSalary,physicalTherapist jobsListed,physicalTherapist avgHourly,physicalTherapist avgAnualSalary,esthetician jobsListed,esthetician avgHourly,esthetician avgAnualSalary,medicalSpaEsthetician jobsListed,medicalSpaEsthetician avgHourly,medicalSpaEsthetician avgAnualSalary,medicalDoctor jobsListed,medicalDoctor avgHourly,medicalDoctor avgAnualSalary,yogaInstructor jobsListed,yogaInstructor avgHourly,yogaInstructor avgAnualSalary,pilatesInstructor jobsListed,pilatesInstructor avgHourly,pilatesInstructor avgAnualSalary,chiropractor_businessListings,wellness.clinic_businessListings,massage.spa_businessListings,yoga_businessListings,gym_businessListings,coffee_businessListings,health.food_businessListings,hair.salon_businessListings,tanning_businessListings,TwoBedroomApartment_Listings _10cities,Rent2BR2BA_MinPrice _10cities,Rent2BR2BA_MaxPrice _10cities,Rent2BR2BA_AvgPrice _10cities
PA,Pennsylvania,"Yes; by endorsement, or temporary permit, http://www.pacodeandbulletin.gov/Display/pacode?file=/secure/pacode/data/049/chapter20/s20.21.html&d=reduce   ",NA,NA,NA,yes,yes,NA,"600;Massage therapy programs must provide at least 600 hours of in-class, postsecondary education instruction, including:
   (1)  At least 175 contact hours of instruction in anatomy and physiology, kinesiology and pathology, including training in the human immunodeficiency virus and related risks.
   (2)  At least 250 contact hours in massage therapy and bodywork assessment, theory and practice including sanitation, safety and hygiene.
   (3)  At least 25 contact hours in professional ethics, and business and law related to a massage therapy business.
   (4)  At least 150 contact hours in related courses appropriate to a massage therapy curriculum as set forth in §  20.13 (related to required knowledge base), including cardiopulmonary resuscitation.
 (b)  Massage therapy programs may meet the 600-hour requirement through both didactic and clinical courses.
 (c)  Externship hours may not be included in the 600-hour minimum education instruction. For purposes of this section, an externship is an offsite practical technique learning experience where the student’s supervision is provided by a licensed massage therapist, supervisor or other appropriate licensed health professional.
 (d)  Hours for practicing assigned techniques under indirect supervision may not be included in the 600-hour minimum education instruction.

",yes,NA,yes,yes,yes,100; 65 for temp permit,NA,125 - 175; ,1,NA,NA,24,2,NA,NA,yes,595,31.9144958,43692.24199,172920.62,60905,12807060,11.2,80.1,2.6,0.2,3.6,0,7.6,732,10.44791667,21731.66667,756,42.66798942,88749.41799,516,24.9295499,51853.4638,538,15.91171004,33096.35688,805,19.54495652,40653.50957,736,18.54091033,38565.09348,556,17.02248201,35406.76259,761,15.46809461,32173.63679,688,26.67805233,55490.34884,615,23.34437062,48556.29088,500,54.22701923,112792.2,828,42.90748792,84235.85447,615,14.30260163,48556.29088,264,60.60683761,126062.2222,666,47.45711883,98710.80717,394,28.52402507,59329.97214,300,17.23913333,35857.39733,782,47.76317136,175984.0863,240,27.16216216,56497.2973,199,24.35714286,50662.85714,1537,712,1457,1237,1411,1410,1380,2276,956,265,1954.684825,3043.786047,2397.980545
RI,Rhode Island,Yes,yes,NA,yes,yes,yes,NA,500;,yes,NA,yes,yes,yes,65,NA,37.5,1,NA,3 character letters,12,1,NA,yes,yes; score of at least 63no,625,42.192,44433.59756,252537.9,64340,1057315,6.7,80.7,3.1,0.4,3.4,0.1,15.9,759,12.88735178,26805.6917,763,48.24311927,100345.6881,670,24.14925373,50230.44776,644,19.11024845,39749.31677,818,22.02750611,45817.21271,735,24.22959184,50397.55102,599,21.65692821,45046.41068,758,17.77930079,36980.94565,716,23.55726257,48999.10615,656,24.92194646,51837.64863,647,67.94400452,141323.5294,818,42.65525672,78058.44804,656,17.65312995,51837.64863,220,24.12790698,50186.04651,762,63.71391076,132524.9344,617,20.71961102,43096.79092,213,13.56338028,28211.83099,768,129.6910807,149458.5176,311,25,52000,160,25,52000,1381,720,1489,1401,1417,1491,1433,2871,1108,176,3107.277457,4343.538961,3796.196532
SC,South Carolina,Yes; by endorsement a school approved and licensing exam has to be reviewed by the South Carolina Board of Massage Therapy,yes,NA,NA,yes,yes,NA,500;,yes,NA,yes,yes,yes,50,100,NA,NA,NA,NA,12/2years,NA,NA,yes,yes,548,36.77648699,43686.16327,181933.1714,52306,5084127,26.6,67,2.4,0.5,1.6,0.1,5.8,723,11.5038036,23927.91148,765,52.92810458,110090.4575,545,25.8146789,53694.53211,619,14.22260274,29583.0137,763,15.86353211,32996.14679,728,16.8282967,35002.85714,462,16.17857143,33651.42857,736,14.60564538,30379.74239,705,21.44840426,44612.68085,552,19.20008575,39936.17837,365,62.43798209,129871.0027,819,44.94123932,87749.82173,552,12.73402256,39936.17837,112,24.5,50960,731,47.06925419,97904.04871,501,16.73913043,34817.3913,300,14.97934783,31157.04348,725,47.39948276,181109.7345,210,22.7,47216,180,NA,NA,1341,273,1411,1293,1317,1254,1267,1527,553,515,1263.226824,1730.019956,1469.333333
SD,South Dakota,"Yes; by endorsement, temporary permit 100 application fee and 50 temporary permit fee, 50 is refundable if denied application",yes,NA,yes,yes,yes,yes,"500; 125 anatomy/physiology/kinesiology, 40 pathology, 200 massage/bodywork theory/assessment/practice,10 business/professionalism, 6 ethics, 125 in any related massage modality, 200 hours must be supervised by instructor",NA,NA,yes,yes,yes,100,65,NA,NA,NA,NA,8/2 years,NA,yes,NA,NA,40,31.76666667,NA,164059.75,56274,882235,2.2,84,2.7,8.8,1.7,0,3.9,342,11.13071161,23151.88015,762,49.4855643,102929.9738,65,17.5,36400,150,12.81818182,26661.81818,687,18.71179039,38920.52402,243,15.84040404,32948.0404,NA,NA,NA,366,13.41084337,27894.55422,492,14.97764228,31153.49593,45,NA,NA,244,64.90384615,135000,776,45.06332474,125626.141,45,13.0125,NA,5,NA,NA,195,41.83033019,87007.08679,20,NA,NA,351,18.61047923,38709.79681,522,88.81030651,203097.7634,NA,NA,NA,5,12,24960,443,270,416,409,238,246,229,640,101,74,1010.913043,1226.28125,1060.123188
TN,Tennessee,No,yes,NA,NA,yes,yes,NA,"500; 200 hours Health Sciences, 200 hours Massage, 85 hours Allied Modalities, 10 hours Ethics, 5 hours TN Massage Law",yes,NA,yes,yes,yes,NA,275,NA,NA,12 weeks,"Yes, 2, anyone licensed in healthcare, doctor, nurse, dentist, and so on","24/2 years only 8 allowed online, TN law and ethics needed",2,NA,yes,yes,498,37.9633709,59574.79508,177130.2917,52375,6770010,16.8,77.3,2.2,0.3,1.8,0.1,5.5,709,11.08921016,23065.55712,764,56.56544503,117656.1257,373,19.32960894,40205.58659,586,13.30460751,27673.58362,778,15.66979434,32593.17224,744,20.91034274,43493.5129,30,11.25,23400,718,13.61542479,28320.08357,612,19.69566993,40966.99346,493,26.50029052,55120.60427,458,64.36284752,133874.7228,837,32.11170848,85938.11051,493,12.29158215,55120.60427,166,21.375,44460,626,74.54081633,155044.898,461,28.79,59883.2,225,13.18125,27417,736,52.40697011,169164.6495,80,18.625,38740,35,NA,NA,1294,434,1324,1068,1157,1049,1150,1515,476,461,1286.43459,1948.645161,1534
TX,Texas,"Yes; by endorsement, States and Territories with Requirements Substantially Equivalent to Texas
Texas Massage Therapist License: Alabama, Arkansas, Delaware (500-hour program), District of Columbia, Georgia, Idaho, Kentucky, Louisiana, Michigan, Missouri, Nebraska, Nevada, New Hampshire, New Mexico, New York, North Dakota, Ohio, Oregon, Pennsylvania, South Dakota, Tennessee, Utah, Washington, West Virginia, and Wisconsin.
If you obtained your massage therapist license in one of these states, go here to apply for your Texas license.  https://www.tdlr.texas.gov/mas/masstate.htm
States and Territories Requiring Six Months of Licensure for Texas License Eligibility
Texas Massage Therapist License: Alaska, Arizona, California, Colorado, Connecticut, Delaware (300-hour program) Florida, Hawaii, Illinois, Indiana, Iowa, Maine, Maryland, Massachusetts, Mississippi, New Jersey, North Carolina, Oklahoma, Rhode Island, South Carolina and Virginia.
If you obtained your massage therapist license in one of these states, go here to apply for your Texas license.
Your six months of licensure will be confirmed by the letter of certification required from the state in which you are currently licensed (see #10 in the application instructions).",yes,NA,NA,yes,yes,yes,"500; 200 hours of massage therapy techniques and theory and the practice of manipulation of soft tissue,
with at least 125 hours of Swedish massage therapy techniques:
• 50 hours of anatomy:
• 25 hours of physiology:
• 50 hours of kinesiology:
• 40 hours of pathology:
• 20 hours of hydrotherapy:
• 45 hours of massage therapy laws and rules, business practices and professional ethics:
• 20 hours of health and hygiene, first aid, universal precautions, and cardiopulmonary resuscitation
(CPR);
• a 50-hour internship.",Yes; and a state jurisprudence exam,NA,yes,yes,yes,100,NA,NA,1,NA,NA,NA,NA,NA,NA,yes; and state juriprudence exam,586,37.00774527,52666.36691,195904.4832,60629,28701845,12.3,73.5,2.7,0.5,5,0.1,39.6,736,11.48304769,23884.7392,757,43.47424042,90426.42008,591,38.31325301,79691.56627,499,15.76452906,32790.22044,762,16.61391732,34556.94803,750,16.69301333,34721.46773,459,16.21051198,33717.86492,738,15.88594173,33042.75881,730,29.40753425,61167.67123,582,25.89655213,53864.82842,566,65.52614692,136294.3856,800,37.2525,81702.34449,582,15.94823883,53864.82842,472,30.95522388,64386.86567,739,38.65732087,80407.22741,560,30.5375,63518,548,27.21322068,56603.49901,798,87.17481203,202051.4248,467,29.98838496,62375.84071,463,29.74665179,61873.03571,1326,1083,1404,1276,1364,1277,1357,1513,916,1042,1380.984511,2126.053533,1702.897386
UT,Utah,"Yes; by endorsement with similar paperwork to new applicants; https://le.utah.gov/xcode/Title58/Chapter1/58-1-S302.html?v=C58-1-S302_2020051220200512  Effective 5/12/2020
58-1-302.  License by endorsement.
(1)	Subject to Subsections (2), (3), (4), and (5), the division shall issue a license without examination to a person who has been licensed in a state, district, or territory of the United States if:
(a)	after being licensed outside of this state, the person has at least one year of experience in the state, district, or territory of the United States where the license was issued
(b)	the person's license is in good standing in the state, district, or territory of the United States where the license was issued; and
(c)	the division determines that the license issued by the state, district, or territory of the United States encompasses a similar scope of practice as the license sought in this state.
(2)	The division, in consultation with the applicable licensing board, may make rules in accordance with Title 63G, Chapter 3, Utah Administrative Rulemaking Act, prescribing the administration and requirements of this section.
(3)	Notwithstanding the provisions of Subsection (1), the division may refuse to issue a license to a person under the provisions of this section if:
(a)	the division determines that there is reasonable cause to believe that the person is not qualified to receive a license in this state; or
(b)	the person has a previous or pending disciplinary action related to the person's license.
(4)	Before a person may be issued a license under this section, the person shall:
(a)	pay a fee determined by the department under Section 63J-1-504; and
(b)	produce satisfactory evidence of the person's identity, qualifications, and good standing in the occupation or profession for which licensure is sought.
(5)	In accordance with Section 58-1-107, licensure endorsement provisions in this section are subject to and may be supplemented or altered by licensure endorsement provisions or multistate licensure compacts in specific chapters of this title.
(6)	On or before October 1, 2022, the division shall provide a written report to the Business and Labor Interim Committee regarding the effectiveness and sufficiency of the provisions of this section at ensuring that persons receiving a license without examination under the provisions of this section are qualified to receive a license in this state.",yes,NA,NA,yes,yes,yes,"600; complete 1000 hours as apprentice or 125 hours of anatomy, physiology and kinesiology
40 hours of pathology
285 hours of massage theory and techniques, including basic Swedish and hands-on instruction
35 hours of ethics, professional standards, and businesses practices
15 hours of sanitation, universal precautions, CPR and first aid
100 hours of student clinic",yes,NA,yes,yes,yes,95,60,52,NA,NA,NA,NA,"2, all expire May 31st of odd numbered years, Massage therapist application processing fee: $95
Massage apprentice application processing fee: $70
Licensing fee: $60
Renewal fee: $52",NA,yes,yes,668,38.06437126,37185.63433,319213.4516,71414,3161105,1.3,85.7,3.2,1.1,2.4,0.9,14.2,759,12.060639,25086.12912,766,47.03002611,97822.45431,460,35.73595506,74330.78652,549,15.70400729,32664.33515,806,16.17793424,33650.10323,721,20.31619279,42257.681,568,17.57350352,36552.88732,768,16.32597005,33958.01771,679,24.51178203,50984.50663,594,33.38845229,69447.98077,615,53.69923585,111694.4106,790,47.18006329,97225.41772,594,17.32912458,69447.98077,480,29.52083333,61403.33333,582,51.02040816,106122.449,608,26.78177258,55706.08696,165,16.28017241,33862.75862,763,66.9024574,131692.2543,215,35.11111111,73031.11111,125,21.65909091,45050.90909,1511,837,1443,1168,1294,1222,1421,1516,762,234,1346.390351,1743.19,1515.25
VT,Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,43.57317073,NA,193815.5455,60782,626299,1.2,94.1,2,0.3,1.9,0,2,553,12.34538879,25678.40868,756,42.3207672,88027.19577,60,20.5,42640,265,15.5,32240,784,17.2684949,35918.46939,655,13.91526718,28943.75573,621,19.58333333,40733.33333,706,13.73300283,28564.64589,565,24.92920354,51852.74336,145,23.56730769,49020,251,64.90384615,135000,811,52.36251541,98039.85388,145,15.725,49020,65,35,72800,454,46.5,96720,129,56.22596154,116950,683,19.08643815,39699.79136,689,64.21597968,182839.4194,55,13,27040,35,37.5,78000,714,245,851,448,520,589,575,1070,110,26,1653.625,1825,1654.666667
VA,Virginia,Yes; by endorsement,yes,NA,NA,yes,yes,yes,500;,yes,NA,yes,yes,yes,140,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,716,32.55429469,59784.08076,252271.3699,72577,8517685,19.2,67.4,4.1,0.3,6.5,0.1,9.5,710,11.77887324,24500.05634,751,47.51531292,98831.85087,676,36.60835913,76145.387,699,14.76502146,30711.24464,772,16.89669689,35145.12953,759,14.66765481,30508.722,534,16.32490637,33955.80524,749,16.61398531,34557.08945,696,22.47557471,46749.1954,642,26.82256106,55790.927,679,57.65832361,119929.3131,815,60.32883436,89868.28405,642,15.03796729,55790.927,203,21.89772727,45547.27273,741,87.65625,182325,629,32.45071542,67497.48808,456,14.40700483,29966.57005,777,26.43388031,152889.6113,317,31.25182482,65003.79562,354,28.76388889,59828.88889,1338,635,1352,1245,1287,1302,1326,1731,682,573,1706.440497,2656.210744,2086.792185
WA,Washington,"Yes; by endorsement, Licensing for out-of-state applicants
New rules for out-of-state applicants went into effect July 31, 2017 as follows:
WAC 246-830-035, Licensing for out-of-state applicants, allows for licensure by endorsement if the applicant holds a massage therapy license in good standing in another state, and the state’s education and training requirements are substantially equivalent to Washington State.

WAC 246-830-037, Transfer programs and transfer of prior education and clock hours, allows for licensure by educational endorsement if the applicant went to an out-of-state school, does not hold an out-of-state massage therapy license, and transferred credits to and successfully completed a board-approved transfer program.
",yes,NA,NA,NA,NA,NA,"500; completed in no less than six months and must consist of the following:
One hundred thirty hours of anatomy, physiology, and kinesiology with a minimum of 40 hours of kinesiology.
Fifty hours of pathology.
Two hundred sixty-five hours of theory and practice of massage. A maximum of 50 of these hours may include time spent in a student clinic.
Fifty-five hours of clinical/business practices.",yes,NA,yes,yes,yes,NA,NA,NA,1,NA,NA,24/2 years,NA,NA,yes,yes,722,44.43836565,77808.79201,417702.8608,74073,7535591,3.9,74.8,6,1.3,8.8,0.7,12.9,756,14.50727513,30175.13228,766,48.75587467,101412.2193,628,34.23805732,71215.15924,709,18.22126234,37900.22567,791,21.88171302,45513.96308,784,21.29945791,44302.87245,220,13.98863636,29096.36364,765,24.70032026,51376.66614,752,33.05785904,68760.34681,700,28.80631868,59917.14286,631,71.37394689,148457.8095,835,43.35769461,91665.68683,700,31.09071429,59917.14286,595,36.69689076,76329.53277,750,39.71395533,82605.02709,624,27.19306507,56561.57534,376,18.54692082,38577.59531,795,26.63783019,157305.2044,434,21.67599068,45086.06061,432,20.16172986,41936.3981,1560,1305,1527,1454,1508,1500,1514,1511,1256,532,1991.10728,3080.245283,2404.33908
WV,West Virginia,"Yes; For application using Reciprocity, please provide us with a copy of your current license from the State where you practice along with copies of your current continuing education units (certificates) if licensed over two year and proof of the successful completion of the NCBTMB exam or MBLEx examination sent directly from the national organization.  http://www.wvmassage.org/faq.asp?show=q1#q1",yes,NA,NA,yes,yes,NA,500;,yes,NA,yes,yes,yes,50,300,200,NA,14 days,NA,24/2 years,2,NA,yes,yes,153,27.16814159,45714.28571,82370,44097,1805832,3.8,93,1.9,0.1,0.7,0,1.4,631,9.931695721,20657.9271,749,47.16622163,98105.74099,115,12.1,25168,210,11.39473684,23701.05263,758,16.92528364,35204.58997,645,11.41096899,23734.8155,436,16.66284404,34658.7156,711,13.13348805,27317.65513,544,15.72150735,32700.73529,178,19.42832755,40410.9213,250,64.90384615,135000,814,28.71277641,60581.96184,178,12.43865031,40410.9213,95,11,22880,486,62.5,130000,136,17.13738739,35645.76577,662,19.22006745,39977.7403,711,87.51019691,202757.5747,40,31.25,65000,60,24.44444444,50844.44444,522,238,450,346,294,486,231,1265,299,32,929.1111111,1384.545455,1020.796296
WI,Wisconsin,"Yes; stated as reciprocity, but the rules and checklist the same as the new applicants and must have same school hours of education, no mention of work history experience or having been licensed for so many months or years if under on hours. https://dsps.wi.gov/Credentialing/Health/fm2960.pdf  Also, with a 6 month temporary permit",yes,NA,NA,yes,yes,yes,600;,"yes, and a state jurisprudence exam with 85% score or better",NA,yes,yes,yes,75,"75, new applicants; 82, reciprocity applicants",62,1,NA,NA,NA,"2, every odd year on 2/28",yes,yes,"yes, and a state jurisprudence exam with 85% score or better",383,39.22587131,47364.11661,170618.9615,60773,5813568,6.4,85.3,2.5,0.9,2.8,0,6.9,689,11.07837446,23043.01887,761,51.34494087,106797.477,487,21.67773019,45089.6788,306,13.97001689,29057.63514,810,17.81466049,37054.49383,718,17.19777159,35771.3649,585,26.04786325,54179.55556,741,16.25232794,33804.84211,682,19.57111437,40707.91789,443,28.96070584,60238.26816,451,64.90384615,135000,817,53.71787026,73383.98042,443,17.46391753,60238.26816,286,13.11278195,27274.58647,620,45.21846847,94054.41441,224,27.55201087,57308.18261,446,16.54145885,34406.23441,764,60.21293848,171679.4063,120,14,29120,100,14,29120,1417,435,1320,843,1019,951,933,1517,592,285,1555.576087,2010.983122,1751.117754
WY,Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,25,NA,240742.7143,61584,577737,0.6,91.5,2.4,2.8,1,0.2,10,423,10.78508772,22432.98246,763,47.19397117,98163.46003,35,NA,NA,35,16.39285714,34097.14286,450,18.45311111,38382.47111,307,13.33377193,27734.24561,174,15.35060976,31929.26829,399,12.93097315,26896.42416,403,15.96363636,33204.36364,30,19.47115385,40500,240,63.41974659,131913.0729,760,58.04592105,89905.00728,30,12,40500,NA,NA,NA,249,42.05,87464,50,25,52000,449,21.70824053,45153.14031,546,107.4466026,186308.3327,15,15,31200,NA,NA,NA,260,177,317,184,138,188,193,562,68,27,802.2173913,981.7,836.2173913
