"city","state","wellness clinic_businessType","todaysDate"
"Lakeville","MN","119. Minnesota Transgender Health","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","120. Transforming Chiropractic","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","121. Applied Behavioral Health Care","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","122. HealthSource Chiropractic of Chanhassen","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","123. Full Motion Chiropractic","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","124. Biofeedback, ADHD, Learning & Autism Neurofeedback","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","125. Canvas Health","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","126. OSR Physical Therapy","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","127. Jackie Krammer Classical Homeopathy","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","128. Neighborhood Naturopathic","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","129. Advanced Healing Center","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","130. Amanda Wildefire","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","131. Ihs Uptown","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","132. Proactive Health Care","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","133. Warren King Ltd","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","134. OSR Physical Therapy","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","135. Western OB/GYN","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","136. Chaska Family Chiropractic","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","137. Advanced Medicine Alternatives","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","138. Homeopathy & Health Center","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","139. Homeopathy of St Paul","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","140. Serenity Acupuncture LLC","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","141. Levin and Chellen Chiropractic","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","142. Ackerman Acupuncture & Massage","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","143. Dr. John M Hapka, DC","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","144. Midland Family Chiropractic","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","145. Aspen Medical Group","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","146. Healthsource of St. Paul","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","147. Healing Insights Natural Health","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","148. ABC Chiropractic","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","149. Platinum Health Solutions","Wed Jul 22 07:24:56 2020"
"Lakeville","MN","150. Lifeline Chiropractic PA","Wed Jul 22 07:24:56 2020"
"Jackson","MS","AdChildren's Clinic PLLC","Wed Jul 22 07:25:07 2020"
"Jackson","MS","1. Garvey Wellness Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","2. Cox Medical & Wellness Clinics","Wed Jul 22 07:25:07 2020"
"Jackson","MS","3. Moore Healthy Family Med Clnc","Wed Jul 22 07:25:07 2020"
"Jackson","MS","4. Integrative Health & Wellness","Wed Jul 22 07:25:07 2020"
"Jackson","MS","5. Enhanced Wellness Living","Wed Jul 22 07:25:07 2020"
"Jackson","MS","6. Right Weigh Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","7. Elite Wellness For Women","Wed Jul 22 07:25:07 2020"
"Jackson","MS","8. Performance Weight Loss and Medi Spa","Wed Jul 22 07:25:07 2020"
"Jackson","MS","9. Sims Chiropratic Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","10. Foxworth Chiropractic Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","11. Dr. Joseph Clay, D.C. - Elite Healthcare Alliance, LLC","Wed Jul 22 07:25:07 2020"
"Jackson","MS","12. Elite Physical Therapy","Wed Jul 22 07:25:07 2020"
"Jackson","MS","13. Acoustic Wave Treatment Center of MS","Wed Jul 22 07:25:07 2020"
"Jackson","MS","14. Professional Therapy Solutions","Wed Jul 22 07:25:07 2020"
"Jackson","MS","15. Dr Forsythe Cancer Care Center","Wed Jul 22 07:25:07 2020"
"Jackson","MS","16. Action Chiropractic Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","17. Armstrong/King Chiropractic Center","Wed Jul 22 07:25:07 2020"
"Jackson","MS","18. Chirohealthusa","Wed Jul 22 07:25:07 2020"
"Jackson","MS","19. Dr. Billie King, DC","Wed Jul 22 07:25:07 2020"
"Jackson","MS","20. Tullos Chiropractic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","21. Dr. Donald D Humberg, DC","Wed Jul 22 07:25:07 2020"
"Jackson","MS","22. Dr. Anthony Vincent Parkinson, DC","Wed Jul 22 07:25:07 2020"
"Jackson","MS","23. Wilson, Jeremy, DC","Wed Jul 22 07:25:07 2020"
"Jackson","MS","24. NY Chiropractic College","Wed Jul 22 07:25:07 2020"
"Jackson","MS","25. Matthews Chiropractic Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","26. Gregory Roger M III DR","Wed Jul 22 07:25:07 2020"
"Jackson","MS","27. Gregory Chiropractic Center","Wed Jul 22 07:25:07 2020"
"Jackson","MS","28. Clay, Joseph, DC","Wed Jul 22 07:25:07 2020"
"Jackson","MS","29. Back And Neck Pain Institute","Wed Jul 22 07:25:07 2020"
"Jackson","MS","30. Jackson Chriropractic - CLOSED","Wed Jul 22 07:25:07 2020"
"Jackson","MS","AdRight Weigh Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","AdSebastopol Medical & Dental Clinic","Wed Jul 22 07:25:07 2020"
"Jackson","MS","AdMEA Primary Care Plus Ridgeland","Wed Jul 22 07:25:07 2020"
"Gulfport","MS","1. Integrated Medical & Wellness Clinic Of Mississippi","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","2. Advanced Medical Weight Loss & Wellness Clinic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","3. Health Fit MD Aesthetics, Wellness & Weight Loss","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","4. Shuttleworth Chiropractic and Wellness","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","5. Miller-Whitmer Family Chiropractic and Wellness Center","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","6. Whole Health Chiropratic Wellness Center","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","7. Chiropractor Cedar Lake Medical Park","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","8. Jernigan Chiropractic Clinic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","9. Lococo Chiropractic Clinic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","10. Cochran Chiropractic Clinic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","11. Pascagoula Clinic of Chiropractic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","12. Davis, Brian K, DC","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","13. Doctors Care Bhrt & Vitamin","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","14. Gulf Coast Rehabilitation Inc","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","15. Dr Forsythe Cancer Care Center","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","16. Shuttleworth Chiropractic Centre","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","17. Traditional Chiropractic, Dr. Arthur Tripp","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","18. Hoffman Chiropractic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","19. Physicians Care Plaza","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","20. PainStop Spine Clinic LLC","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","21. Dr. Jeremy Todd Jernigan, DC","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","22. Spine Medical Center","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","23. Spinal Aid Centers of America","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","24. William Bankester DC","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","25. Eric M Patten DR Chrprctr","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","26. Dr. Jeremy M Goulet, DC","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","27. Goulet Chiropractic Clinic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","28. Tripp, Arthur, DC","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","29. Spine Institute of Mississippi","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","30. Davis Chiropractic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","AdGulf Coast Children's Clinic","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","AdNew Wave Internal Medicine","Wed Jul 22 07:25:16 2020"
"Gulfport","MS","AdNorth Bay Family Medical","Wed Jul 22 07:25:16 2020"
"Southaven","MS","1. Wellness Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","2. Get Well Childrens Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","3. Midsouth Wellness Clinic For","Wed Jul 22 07:25:26 2020"
"Southaven","MS","4. Heritage Health Care Solutions Wellness Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","5. Pro Health Wellness Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","6. 901 Health & Wellness Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","7. Midsouth Wellness Clinic for Men","Wed Jul 22 07:25:26 2020"
"Southaven","MS","8. My Family Health and Wellness Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","9. Midsouth Wellness Clinic For Men","Wed Jul 22 07:25:26 2020"
"Southaven","MS","10. Bee Well Health Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","11. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 07:25:26 2020"
"Southaven","MS","12. Maximum Health & Wellness","Wed Jul 22 07:25:26 2020"
"Southaven","MS","13. Total Health Chiropractic and Wellness Center","Wed Jul 22 07:25:26 2020"
"Southaven","MS","14. Dr Ly Natural Health","Wed Jul 22 07:25:26 2020"
"Southaven","MS","15. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 07:25:26 2020"
"Southaven","MS","16. Vitality Mens Health and Wellness","Wed Jul 22 07:25:26 2020"
"Southaven","MS","17. Uams-Dcoa Wellness & Education Center","Wed Jul 22 07:25:26 2020"
"Southaven","MS","18. Baptist Wellness Complex","Wed Jul 22 07:25:26 2020"
"Southaven","MS","19. Family Wellness Center","Wed Jul 22 07:25:26 2020"
"Southaven","MS","20. NexGen Health and Wellness","Wed Jul 22 07:25:26 2020"
"Southaven","MS","21. Kingdom Wellness Counseling","Wed Jul 22 07:25:26 2020"
"Southaven","MS","22. Holt Therapy & Wellness PLLC","Wed Jul 22 07:25:26 2020"
"Southaven","MS","23. Wellness Works","Wed Jul 22 07:25:26 2020"
"Southaven","MS","24. Women Of WellnessMOVED","Wed Jul 22 07:25:26 2020"
"Southaven","MS","25. Ruch Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","26. The Wootton Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","27. Magnolia Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","28. Cordova Medical Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","29. The Jones Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","30. Getwell Chiro","Wed Jul 22 07:25:26 2020"
"Southaven","MS","AdPrime Urgent Medical Clinic","Wed Jul 22 07:25:26 2020"
"Southaven","MS","31. L M Walker And Associates","Wed Jul 22 07:25:26 2020"
"Southaven","MS","32. Tristate Medical Group","Wed Jul 22 07:25:26 2020"
"Southaven","MS","33. Advanced Physical Therapy, LLC","Wed Jul 22 07:25:26 2020"
"Southaven","MS","34. Mid-South Chiropractic & Therapeutic Massage","Wed Jul 22 07:25:26 2020"
"Southaven","MS","35. Acupuncture and Healing Arts Medical Group","Wed Jul 22 07:25:26 2020"
"Southaven","MS","36. Total Health Chiro & Rehab","Wed Jul 22 07:25:26 2020"
"Southaven","MS","37. East Memphis Chiropractic Associates","Wed Jul 22 07:25:26 2020"
"Southaven","MS","38. Ut Medical Group Inc General Internal Medicine","Wed Jul 22 07:25:26 2020"
"Southaven","MS","39. Smith Leslie E MD","Wed Jul 22 07:25:26 2020"
"Southaven","MS","40. Baptist Memorial Medical Group","Wed Jul 22 07:25:26 2020"
"Southaven","MS","41. Burford Spinal Rehab","Wed Jul 22 07:25:26 2020"
"Southaven","MS","42. Pittman Physical Therapy","Wed Jul 22 07:25:26 2020"
"Southaven","MS","43. Dr Forsythe Cancer Care Center","Wed Jul 22 07:25:26 2020"
"Biloxi","MS","1. Integrated Medical & Wellness Clinic Of Mississippi","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","2. Advanced Medical Weight Loss & Wellness Clinic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","3. Whole Health Chiropratic Wellness Center","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","4. Chiropractor Cedar Lake Medical Park","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","5. Shuttleworth Chiropractic and Wellness","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","6. Health Fit MD Aesthetics, Wellness & Weight Loss","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","7. Miller-Whitmer Family Chiropractic and Wellness Center","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","8. Lococo Chiropractic Clinic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","9. Cochran Chiropractic Clinic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","10. Jernigan Chiropractic Clinic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","11. Pascagoula Clinic of Chiropractic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","12. Gulf Coast Rehabilitation Inc","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","13. Davis, Brian K, DC","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","14. Doctors Care Bhrt & Vitamin","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","15. Dr Forsythe Cancer Care Center","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","16. Shuttleworth Chiropractic Centre","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","17. Traditional Chiropractic, Dr. Arthur Tripp","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","18. Hoffman Chiropractic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","19. PainStop Spine Clinic LLC","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","20. Physicians Care Plaza","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","21. Back and Neck Care Center, LLC","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","22. Biloxi Chiropractic Clinic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","23. North Biloxi Chiropractic Clinic, PA","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","24. Mitchell, V L, Dc - Back & Neck Care Ctr","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","25. Gulf Coast Wellness Center","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","26. Bernd K Bismark DR","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","27. Jarrett Dale Johnson, DC","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","28. Mitchell Vince L. D.C.","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","29. Back & Neck Care Center","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","30. Davis Jr, Melvin C, DC","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","AdGulf Coast Children's Clinic","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","AdNew Wave Internal Medicine","Wed Jul 22 07:25:36 2020"
"Biloxi","MS","AdNorth Bay Family Medical","Wed Jul 22 07:25:36 2020"
"Hattiesburg","MS","AdSouth Ridge Family Clinic LLC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","1. Herrington Chiropractic Pain & Wellness Clinic - CLOSED","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","2. Institute for Wellness and Sports Medicine","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","3. Enhanced Wellness","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","4. Enhanced Wellness of Oak Grove","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","5. Women's Therapy Center","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","6. Southeast Mississippi Rural Health Initiative Inc","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","7. Connect Chiropractic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","8. Herrington Chiropractic & Pain Relief Center","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","9. Galaher Chiropractic Healthcare","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","10. Dr Forsythe Cancer Care Center","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","11. Peavy Chiropractic Clinic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","12. Lett Chiropractic Center","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","13. West Chiropractic Clinic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","14. Spiers Chiropractic Center","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","15. Longevity Chiropractic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","16. DR Tim Houseal Doctor","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","17. West, Christopher, DC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","18. Lloyd D Spiers DC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","19. Page Family and Sport Chiropractic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","20. Dr. Brian Page, DC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","21. Pine Belt Chiropractic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","22. Herrington Chiropractic: Dr. Brandon Herrington, DC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","23. Gregory Picou Chiropractic Clinic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","24. Dr. Robert C. King, DC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","25. Dr. Arlette L. Bates, DC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","26. Dr. Gary L Lett, DC","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","27. Chiropractor Hattiesburg Ms","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","28. David L Peavy DR","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","29. Care Physical Therapy","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","30. Lonegevity Chiropractic","Wed Jul 22 07:25:46 2020"
"Hattiesburg","MS","AdHattiesburg G I Associates","Wed Jul 22 07:25:46 2020"
"Olive Branch","MS","1. Wellness Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","2. My Family Health and Wellness Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","3. Heritage Health Care Solutions Wellness Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","4. Midsouth Wellness Clinic For","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","5. Midsouth Wellness Clinic For Men","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","6. Midsouth Wellness Clinic for Men","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","7. Get Well Childrens Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","8. Pro Health Wellness Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","9. Bee Well Health Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","10. 901 Health & Wellness Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","11. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","12. Vitality Mens Health and Wellness","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","13. Maximum Health & Wellness","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","14. Total Health Chiropractic and Wellness Center","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","15. Family Wellness Center","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","16. Baptist Wellness Complex","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","17. Dr Ly Natural Health","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","18. The Shot Nurse Immunization & Wellness Service","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","19. Wellness Works","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","20. Kingdom Wellness Counseling","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","21. NexGen Health and Wellness","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","22. Uams-Dcoa Wellness & Education Center","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","23. Holt Therapy & Wellness PLLC","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","24. Women Of WellnessMOVED","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","25. Magnolia Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","26. The Wootton Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","27. Cordova Medical Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","28. Ruch Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","29. The Jones Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","30. Advanced Physical Therapy, LLC","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","AdPrime Urgent Medical Clinic","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","31. Mid-South Chiropractic & Therapeutic Massage","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","32. Getwell Chiro","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","33. Acupuncture and Healing Arts Medical Group","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","34. Burford Spinal Rehab","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","35. Pittman Physical Therapy","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","36. Ut Medical Group Inc General Internal Medicine","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","37. Total Health Chiro & Rehab","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","38. Baptist Memorial Medical Group","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","39. L M Walker And Associates","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","40. Tristate Medical Group","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","41. East Memphis Chiropractic Associates","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","42. Smith Leslie E MD","Wed Jul 22 07:25:56 2020"
"Olive Branch","MS","43. Dr Forsythe Cancer Care Center","Wed Jul 22 07:25:56 2020"
"Tupelo","MS","1. TwinCare Family Clinic And Aesthetics","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","2. Gilmore Sports & Wellness Center","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","3. Herndon, Ron","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","4. Goodwin Chiropractic","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","5. Rabinowitz Chiropractic Center","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","6. Howell, Michael G, DO","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","7. Ally Med","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","8. Medlin Chiropractic","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","9. Dr Forsythe Cancer Care Center","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","10. Goodwin Chiropractic-Nettleton - CLOSED","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","11. Goodwin Chiropractic-Guntwon - CLOSED","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","12. Trace Regional Hospital","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","13. North Mississippi Allergy And Asthma Center","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","14. Auburn Family Medical Clinic","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","15. Sheehan Clyde MD","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","16. Thornton Dental Care","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","17. South Main Dental","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","18. Tupelo Medical Group","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","19. Main  Street Family Dentistry DMD","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","20. Cardiology Associates of North Mississippi","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","21. Kellum Dental Clinic PA","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","22. Helton Family Dental Care PA","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","23. Urgent Care Clinic Of Oxford","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","24. Howell, G Norris DDS PA","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","25. S  MAIN DENTAL","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","26. Bolton Family Medical Clinic","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","27. Oxford Clinic For Women","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","28. Austin Dental Clinic","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","29. Jones Family Medical Clinic","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","30. Tupelo Eye Center","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","AdTwinCare Family Clinic And Aesthetics","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","AdAuburn Family Medical Clinic","Wed Jul 22 07:26:07 2020"
"Tupelo","MS","AdBolton Family Medical Clinic","Wed Jul 22 07:26:07 2020"
"Meridian","MS","1. Women's Wellness Institute","Wed Jul 22 07:28:31 2020"
"Meridian","MS","2. Women's Wellness Institute","Wed Jul 22 07:28:31 2020"
"Meridian","MS","3. Workforce Wellness","Wed Jul 22 07:28:31 2020"
"Meridian","MS","4. Miller Chiropractic Clinic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","5. Hall Chiropractic Clinic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","6. Dr Forsythe Cancer Care Center","Wed Jul 22 07:28:31 2020"
"Meridian","MS","7. Custom Optical","Wed Jul 22 07:28:31 2020"
"Meridian","MS","8. Eye Clinic of Meridian","Wed Jul 22 07:28:31 2020"
"Meridian","MS","9. McArthur Chiropractic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","10. Meridian Ophthalmic Association","Wed Jul 22 07:28:31 2020"
"Meridian","MS","11. Hover, J W Dr","Wed Jul 22 07:28:31 2020"
"Meridian","MS","12. Psychology Associates","Wed Jul 22 07:28:31 2020"
"Meridian","MS","13. Meridian Medical Associates PA Primary Care Clinic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","14. Olson Chiropractic Clinic","Wed Jul 22 07:28:31 2020"
"Meridian","MS","15. 24th Avenue Dental Clinic: Rodney Richardson, DMD","Wed Jul 22 07:28:31 2020"
"Meridian","MS","16. Meridian Surgery Center","Wed Jul 22 07:28:31 2020"
"Meridian","MS","17. Total Rehab Of Mississippi","Wed Jul 22 07:28:31 2020"
"Meridian","MS","18. Meridian Pediatrics PLLC","Wed Jul 22 07:28:31 2020"
"Meridian","MS","19. East Mississippi Medical Clinic PLLC","Wed Jul 22 07:28:31 2020"
"Meridian","MS","20. Family Counseling Services","Wed Jul 22 07:28:31 2020"
"Meridian","MS","21. All About Smiles Dental Center","Wed Jul 22 07:28:31 2020"
"Meridian","MS","22. Nelson Center for Women","Wed Jul 22 07:28:31 2020"
