stateAbbreviation,state,licenseByReciprocity,proofOtherOrAllStateLicense,stateResidencyProof,passportSizePhoto,driversLicensePhotoCopy,nameChangeProof,socialSecurityCopy,Hours,MBLEX_or_NCBTMB,goodHealthClearance,BoardBackgroundCheckFee,stateApplyingBackgroundCheck,DOJ_backgroundCheck,applicationCost,licensingCost,licenseRenewalFee,CPR_certification,licensingETA,healthReferences,CEU,timeLicenseValidYears,liabilityInsurance,schoolTranscripts,MBLEX_transcript,LMT_AvgJobsListed_IndeedFirst5pages,LMT_HourlyAvgPayRangeAdvertised_Indeed,LMT_AnualAvgPayAdvertised_Indeed,Zillow_2BR_10cityAverageHomeValue,median2018IncomeByState,total_state_population,percent_black,percent_white,percent_two_or_more,percent_Native_American,percent_Asian,percent_Pacific_Islander,percent_Latino,cashier_jobsListed,cashier_avgHourly,cashier_avgAnnualSalary,remote_jobsListed,remote_avgHourly,remote_avgAnnualSalary,personalTrainer_jobsListed,personalTrainer_avgHourly,personalTrainer_avgAnnualSalary,houseCleaner_jobsListed,houseCleaner_avgHourly,houseCleaner_avgAnnualSalary,warehouse_jobsListed,warehouse_avgHourly,warehouse_avgAnnualSalary,security_jobsListed,security_avgHourly,security_avgAnnualSalary,nanny_jobsListed,nanny_avgHourly,nanny_avgAnnualSalary,clerical_jobsListed,clerical_avgHourly,clerical_avgAnnualSalary,tutor_jobsListed,tutor_avgHourly,tutor_avgAnnualSalary,personal_assistant_jobsListed,personal_assistant_avgHourly,personal_assistant_avgAnualSalary,dataScientist_jobsListed,dataScientist_avgHourly,dataScientist_avgAnualSalary,nurses jobsListed,nurses avgHourly,nurses avgAnualSalary,personalAssistant jobsListed,personalAssistant avgHourly,personalAssistant avgAnualSalary,chiropractor jobsListed,chiropractor avgHourly,chiropractor avgAnualSalary,physicalTherapist jobsListed,physicalTherapist avgHourly,physicalTherapist avgAnualSalary,esthetician jobsListed,esthetician avgHourly,esthetician avgAnualSalary,medicalSpaEsthetician jobsListed,medicalSpaEsthetician avgHourly,medicalSpaEsthetician avgAnualSalary,medicalDoctor jobsListed,medicalDoctor avgHourly,medicalDoctor avgAnualSalary,yogaInstructor jobsListed,yogaInstructor avgHourly,yogaInstructor avgAnualSalary,pilatesInstructor jobsListed,pilatesInstructor avgHourly,pilatesInstructor avgAnualSalary,chiropractor_businessListings,wellness.clinic_businessListings,massage.spa_businessListings,yoga_businessListings,gym_businessListings,coffee_businessListings,health.food_businessListings,hair.salon_businessListings,tanning_businessListings,TwoBedroomApartment_Listings _10cities,Rent2BR2BA_MinPrice _10cities,Rent2BR2BA_MaxPrice _10cities,Rent2BR2BA_AvgPrice _10cities
PA,Pennsylvania,"Yes; by endorsement, or temporary permit, http://www.pacodeandbulletin.gov/Display/pacode?file=/secure/pacode/data/049/chapter20/s20.21.html&d=reduce   ",NA,NA,NA,yes,yes,NA,"600;Massage therapy programs must provide at least 600 hours of in-class, postsecondary education instruction, including:
   (1)  At least 175 contact hours of instruction in anatomy and physiology, kinesiology and pathology, including training in the human immunodeficiency virus and related risks.
   (2)  At least 250 contact hours in massage therapy and bodywork assessment, theory and practice including sanitation, safety and hygiene.
   (3)  At least 25 contact hours in professional ethics, and business and law related to a massage therapy business.
   (4)  At least 150 contact hours in related courses appropriate to a massage therapy curriculum as set forth in §  20.13 (related to required knowledge base), including cardiopulmonary resuscitation.
 (b)  Massage therapy programs may meet the 600-hour requirement through both didactic and clinical courses.
 (c)  Externship hours may not be included in the 600-hour minimum education instruction. For purposes of this section, an externship is an offsite practical technique learning experience where the student’s supervision is provided by a licensed massage therapist, supervisor or other appropriate licensed health professional.
 (d)  Hours for practicing assigned techniques under indirect supervision may not be included in the 600-hour minimum education instruction.

",yes,NA,yes,yes,yes,100; 65 for temp permit,NA,125 - 175; ,1,NA,NA,24,2,NA,NA,yes,601,35.99717138,46543.02671,172920.62,60905,12807060,11.2,80.1,2.6,0.2,3.6,0,7.6,728,11.53073489,23983.92857,748,65.80765374,136879.9198,522,26.27562863,54653.30754,572,15.98863636,33256.36364,823,17.33904617,36065.21604,779,16.85846598,35065.60924,584,16.5,34320,777,16.33799871,33983.03732,669,30.38172646,63193.99103,605,24.25829304,50457.24953,451,43.19419582,89843.92731,817,41.44813341,83152.65332,605,16.28286777,50457.24953,349,51.97546729,108108.972,707,37.78439685,78591.54545,399,24.17886179,50292.03252,259,19.35793991,40264.51502,762,39.93794619,150019.0472,227,48.7246696,101347.3128,232,60.8490566,126566.0377,1537,712,1458,1237,1411,1410,1380,1521,956,264,1948.835938,2946.063636,2369.173828
RI,Rhode Island,Yes,yes,NA,yes,yes,yes,NA,500;,yes,NA,yes,yes,yes,65,NA,37.5,1,NA,3 character letters,12,1,NA,yes,yes; score of at least 63no,670,41.78451493,44583.06259,252537.9,64340,1057315,6.7,80.7,3.1,0.4,3.4,0.1,15.9,745,13.0647651,27174.71141,751,66.79094541,138925.1664,673,31.84713967,66242.05052,638,19.99451411,41588.58934,807,16.80759603,34959.79975,753,20.68459495,43023.9575,640,21.390625,44492.5,757,17.64283355,36697.09379,694,25.49135447,53022.01729,653,23.04421206,47931.96109,587,NA,NA,811,43.21023428,85333.86067,653,17.78541348,47931.96109,283,57.73387097,120086.4516,762,51.84645669,107840.6299,615,23.6097561,49108.29268,212,13.7240566,28546.03774,747,125.6589692,147559.494,375,61.46666667,127850.6667,218,47.25480769,98290,1381,720,1492,1401,1417,1491,1433,1516,1108,180,2919.005682,3938.076923,3476.903409
SC,South Carolina,Yes; by endorsement a school approved and licensing exam has to be reviewed by the South Carolina Board of Massage Therapy,yes,NA,NA,yes,yes,NA,500;,yes,NA,yes,yes,yes,50,100,NA,NA,NA,NA,12/2years,NA,NA,yes,yes,599,34.35526316,45168.11022,181933.1714,52306,5084127,26.6,67,2.4,0.5,1.6,0.1,5.8,729,10.29166667,21406.66667,752,59.76230053,124305.5851,528,28.96969697,60256.9697,651,12.88118812,26792.87129,758,17.67315303,36760.15831,747,17.80050201,37025.04418,569,14.72319859,30624.25308,714,15.56498599,32375.17087,698,22.34419771,46475.93123,566,19.22943919,39997.23352,314,56.12211538,116734,847,43.25472255,78978.35979,566,14.04704251,39997.23352,344,58.15868263,120970.0599,701,46.5659051,96857.0826,536,16.71353066,34764.14376,328,15.00091575,31201.90476,756,60.4703836,200261.1607,285,56.92982456,118414.0351,190,61.90789474,128768.4211,1341,273,1414,1293,1317,1254,1267,1527,553,517,1265.3222,1733.632385,1474.982318
SD,South Dakota,"Yes; by endorsement, temporary permit 100 application fee and 50 temporary permit fee, 50 is refundable if denied application",yes,NA,yes,yes,yes,yes,"500; 125 anatomy/physiology/kinesiology, 40 pathology, 200 massage/bodywork theory/assessment/practice,10 business/professionalism, 6 ethics, 125 in any related massage modality, 200 hours must be supervised by instructor",NA,NA,yes,yes,yes,100,65,NA,NA,NA,NA,8/2 years,NA,yes,NA,NA,39,31.76666667,NA,164059.75,56274,882235,2.2,84,2.7,8.8,1.7,0,3.9,328,11.00576923,22892,747,56.42419679,117362.3293,45,18,37440,160,12.72727273,26472.72727,688,19.81236919,41209.72791,306,16.14612403,33583.93798,NA,NA,NA,319,13.34443574,27756.42633,411,20.96350365,43604.08759,60,NA,NA,170,NA,NA,756,53.85742063,117517.8577,60,13.28888889,NA,177,58.42,121513.6,199,40.81522124,84895.66018,20,NA,NA,417,18.53163636,38545.80364,637,91.39365777,202508.8805,50,42.5,88400,220,60.76923077,126400,443,270,417,409,238,246,229,641,101,75,1019.929577,1224.147059,1068.957746
TN,Tennessee,No,yes,NA,NA,yes,yes,NA,"500; 200 hours Health Sciences, 200 hours Massage, 85 hours Allied Modalities, 10 hours Ethics, 5 hours TN Massage Law",yes,NA,yes,yes,yes,NA,275,NA,NA,12 weeks,"Yes, 2, anyone licensed in healthcare, doctor, nurse, dentist, and so on","24/2 years only 8 allowed online, TN law and ethics needed",2,NA,yes,yes,407,32.58507371,44967.70026,177130.2917,52375,6770010,16.8,77.3,2.2,0.3,1.8,0.1,5.5,710,12.17605634,25326.19718,749,66.1018024,137491.749,379,24.49175824,50942.85714,557,13.1535009,27359.28187,778,15.37808483,31986.41645,748,15.95187166,33179.89305,35,11.5,23920,731,13.48546512,28049.76744,648,20.64236111,42936.11111,537,26.08055627,54247.55704,443,30.64505858,63741.72185,836,33.90840311,75463.30622,537,13.58566108,54247.55704,45,62.5,130000,632,NA,NA,421,30.17027864,62754.17957,227,13.17283951,27399.50617,733,33.65313779,178880.0055,121,45.39256198,94416.52893,10,56,116480,1294,434,1324,1068,1157,1049,1150,1516,476,458,1283.087054,1937.294118,1530.310268
TX,Texas,"Yes; by endorsement, States and Territories with Requirements Substantially Equivalent to Texas
Texas Massage Therapist License: Alabama, Arkansas, Delaware (500-hour program), District of Columbia, Georgia, Idaho, Kentucky, Louisiana, Michigan, Missouri, Nebraska, Nevada, New Hampshire, New Mexico, New York, North Dakota, Ohio, Oregon, Pennsylvania, South Dakota, Tennessee, Utah, Washington, West Virginia, and Wisconsin.
If you obtained your massage therapist license in one of these states, go here to apply for your Texas license.  https://www.tdlr.texas.gov/mas/masstate.htm
States and Territories Requiring Six Months of Licensure for Texas License Eligibility
Texas Massage Therapist License: Alaska, Arizona, California, Colorado, Connecticut, Delaware (300-hour program) Florida, Hawaii, Illinois, Indiana, Iowa, Maine, Maryland, Massachusetts, Mississippi, New Jersey, North Carolina, Oklahoma, Rhode Island, South Carolina and Virginia.
If you obtained your massage therapist license in one of these states, go here to apply for your Texas license.
Your six months of licensure will be confirmed by the letter of certification required from the state in which you are currently licensed (see #10 in the application instructions).",yes,NA,NA,yes,yes,yes,"500; 200 hours of massage therapy techniques and theory and the practice of manipulation of soft tissue,
with at least 125 hours of Swedish massage therapy techniques:
• 50 hours of anatomy:
• 25 hours of physiology:
• 50 hours of kinesiology:
• 40 hours of pathology:
• 20 hours of hydrotherapy:
• 45 hours of massage therapy laws and rules, business practices and professional ethics:
• 20 hours of health and hygiene, first aid, universal precautions, and cardiopulmonary resuscitation
(CPR);
• a 50-hour internship.",Yes; and a state jurisprudence exam,NA,yes,yes,yes,100,NA,NA,1,NA,NA,NA,NA,NA,NA,yes; and state juriprudence exam,577,37.6622575,51032.31598,195904.4832,60629,28701845,12.3,73.5,2.7,0.5,5,0.1,39.6,725,11.95037879,24856.78788,755,62.98592715,131010.7285,586,33.25938567,69179.52218,517,15.29545455,31814.54545,768,16.81913411,34983.79896,756,18.63132275,38753.15132,443,15.5553653,32355.15982,742,17.61640836,36642.12938,705,27.38741135,56965.8156,580,26.37726099,54864.70286,573,56.8383547,118223.7778,806,48.76294665,85252.16138,580,17.31077586,54864.70286,187,48.48287671,100844.3836,667,43.10857143,89665.82857,528,35.58309659,74012.84091,563,29.07267442,60471.16279,815,104.6002331,145465.0307,494,50.98785425,106054.7368,45,62.5,130000,1326,1083,1408,1276,1364,1277,1357,1512,916,1039,1372.037864,2052.92465,1664.32767
UT,Utah,"Yes; by endorsement with similar paperwork to new applicants; https://le.utah.gov/xcode/Title58/Chapter1/58-1-S302.html?v=C58-1-S302_2020051220200512  Effective 5/12/2020
58-1-302.  License by endorsement.
(1)	Subject to Subsections (2), (3), (4), and (5), the division shall issue a license without examination to a person who has been licensed in a state, district, or territory of the United States if:
(a)	after being licensed outside of this state, the person has at least one year of experience in the state, district, or territory of the United States where the license was issued
(b)	the person's license is in good standing in the state, district, or territory of the United States where the license was issued; and
(c)	the division determines that the license issued by the state, district, or territory of the United States encompasses a similar scope of practice as the license sought in this state.
(2)	The division, in consultation with the applicable licensing board, may make rules in accordance with Title 63G, Chapter 3, Utah Administrative Rulemaking Act, prescribing the administration and requirements of this section.
(3)	Notwithstanding the provisions of Subsection (1), the division may refuse to issue a license to a person under the provisions of this section if:
(a)	the division determines that there is reasonable cause to believe that the person is not qualified to receive a license in this state; or
(b)	the person has a previous or pending disciplinary action related to the person's license.
(4)	Before a person may be issued a license under this section, the person shall:
(a)	pay a fee determined by the department under Section 63J-1-504; and
(b)	produce satisfactory evidence of the person's identity, qualifications, and good standing in the occupation or profession for which licensure is sought.
(5)	In accordance with Section 58-1-107, licensure endorsement provisions in this section are subject to and may be supplemented or altered by licensure endorsement provisions or multistate licensure compacts in specific chapters of this title.
(6)	On or before October 1, 2022, the division shall provide a written report to the Business and Labor Interim Committee regarding the effectiveness and sufficiency of the provisions of this section at ensuring that persons receiving a license without examination under the provisions of this section are qualified to receive a license in this state.",yes,NA,NA,yes,yes,yes,"600; complete 1000 hours as apprentice or 125 hours of anatomy, physiology and kinesiology
40 hours of pathology
285 hours of massage theory and techniques, including basic Swedish and hands-on instruction
35 hours of ethics, professional standards, and businesses practices
15 hours of sanitation, universal precautions, CPR and first aid
100 hours of student clinic",yes,NA,yes,yes,yes,95,60,52,NA,NA,NA,NA,"2, all expire May 31st of odd numbered years, Massage therapist application processing fee: $95
Massage apprentice application processing fee: $70
Licensing fee: $60
Renewal fee: $52",NA,yes,yes,570,38.22982456,35615.4661,319213.4516,71414,3161105,1.3,85.7,3.2,1.1,2.4,0.9,14.2,743,11.45393674,23824.18843,760,55.94029605,116355.8158,440,35.34659091,73520.90909,548,16.87864964,35107.59124,802,17.15667706,35685.88828,744,16.37530914,34060.64301,603,17.63681592,36684.57711,770,17.87392208,37177.75792,688,25.13662791,52284.18605,570,27.22091108,56619.49505,576,45.97696787,95632.09318,811,41.51368681,90177.81319,570,17.225,56619.49505,528,49.01302605,101947.0942,512,70,145600,563,26.82188065,55789.51175,180,14.015625,29152.5,771,63.33214008,166718.7095,191,52.51832461,109238.1152,485,51.66276596,107458.5532,1511,837,1443,1168,1294,1222,1421,1517,762,231,1351.355556,1753.704663,1521.64
VT,Vermont,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,41.61538462,NA,193815.5455,60782,626299,1.2,94.1,2,0.3,1.9,0,2,590,13.06970339,27184.98305,755,65.08758278,135382.1722,85,15.125,31460,240,15.76315789,32787.36842,791,17.96811631,37373.68192,728,14.15708791,29446.74286,614,17.32593648,36037.94788,637,15.71507064,32687.34694,492,29.91463415,62222.43902,150,22.57904956,46964.42308,162,NA,NA,802,30.16396509,84358.78741,150,19.44736842,46964.42308,235,62.49186047,129983.0698,482,45,93600,161,47.92808219,99690.41096,684,20.70771513,43072.04748,698,44.03247851,186707.2421,87,53.59195402,111471.2644,421,58.87234043,122454.4681,714,245,865,448,520,589,575,1074,110,21,1768.166667,1825,1769.555556
VA,Virginia,Yes; by endorsement,yes,NA,NA,yes,yes,yes,500;,yes,NA,yes,yes,yes,140,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,705,34.55886525,49348.05221,252271.3699,72577,8517685,19.2,67.4,4.1,0.3,6.5,0.1,9.5,752,11.47619681,23870.48936,761,70.05190539,145707.9632,646,40.18575851,83586.37771,681,14.29019824,29723.61233,776,16.96216495,35281.30309,779,15.62738126,32504.95302,549,15.76654412,32794.41176,743,16.19987887,33695.74805,728,24.10508242,50138.57143,642,30.91672187,64306.7815,657,57.99468346,120628.9416,807,51.41064436,85513.86617,642,14.56405763,64306.7815,464,52.09694989,108361.6558,719,46.41304348,96539.13043,580,32.90431034,68440.96552,453,14.34708738,29841.94175,772,40.22312176,190609.921,461,56.05043384,116584.9024,135,53.63461538,111560,1338,635,1503,1245,1287,1302,1326,1519,682,578,1704.459507,2635.337449,2073.242958
WA,Washington,"Yes; by endorsement, Licensing for out-of-state applicants
New rules for out-of-state applicants went into effect July 31, 2017 as follows:
WAC 246-830-035, Licensing for out-of-state applicants, allows for licensure by endorsement if the applicant holds a massage therapy license in good standing in another state, and the state’s education and training requirements are substantially equivalent to Washington State.

WAC 246-830-037, Transfer programs and transfer of prior education and clock hours, allows for licensure by educational endorsement if the applicant went to an out-of-state school, does not hold an out-of-state massage therapy license, and transferred credits to and successfully completed a board-approved transfer program.
",yes,NA,NA,NA,NA,NA,"500; completed in no less than six months and must consist of the following:
One hundred thirty hours of anatomy, physiology, and kinesiology with a minimum of 40 hours of kinesiology.
Fifty hours of pathology.
Two hundred sixty-five hours of theory and practice of massage. A maximum of 50 of these hours may include time spent in a student clinic.
Fifty-five hours of clinical/business practices.",yes,NA,yes,yes,yes,NA,NA,NA,1,NA,NA,24/2 years,NA,NA,yes,yes,703,42.31507824,59624.32432,417702.8608,74073,7535591,3.9,74.8,6,1.3,8.8,0.7,12.9,748,15.44689171,32129.53476,744,66.04267473,137368.7634,607,36.09884679,75085.60132,698,18.45397564,38384.26934,824,19.53246359,40627.52427,769,23.00097529,47842.02861,200,14.7125,30602,766,21.07622715,43838.55248,743,26.0282638,54138.78869,663,45.55496879,94754.33508,648,53.78935713,111881.8628,800,44.94860625,111984.4481,663,37.18778281,94754.33508,93,60.73717949,126333.3333,662,47.29900602,98381.93253,620,29.40569106,61163.8374,349,16.76910828,34879.74522,819,28.80173382,141784.7814,531,55.35499058,115138.3804,50,62.5,130000,1560,1305,1525,1454,1508,1500,1514,1510,1256,544,1977.876404,3026.327945,2376.757491
WV,West Virginia,"Yes; For application using Reciprocity, please provide us with a copy of your current license from the State where you practice along with copies of your current continuing education units (certificates) if licensed over two year and proof of the successful completion of the NCBTMB exam or MBLEx examination sent directly from the national organization.  http://www.wvmassage.org/faq.asp?show=q1#q1",yes,NA,NA,yes,yes,NA,500;,yes,NA,yes,yes,yes,50,300,200,NA,14 days,NA,24/2 years,2,NA,yes,yes,118,30.55421687,45185.18519,82370,44097,1805832,3.8,93,1.9,0.1,0.7,0,1.4,629,10.2059221,21228.31797,744,64.19136425,133518.0376,125,13.07142857,27188.57143,220,11.64189189,24215.13514,779,16.98579589,35330.45546,652,11.78872699,24520.55215,462,15.78354978,32829.78355,674,12.35478487,25697.95252,496,20.67439516,43002.74194,185,18.91798878,39349.41667,195,59.60408654,123976.5,820,30.02670732,64536.63049,185,11.67142857,39349.41667,299,43.90789474,91328.42105,448,62.5,130000,95,19.53571429,40634.28571,625,18.21696,37891.2768,688,73.68132267,206001.2267,61,41.59836066,86524.59016,135,59.80555556,124395.5556,522,238,456,346,294,486,231,1265,299,33,942.7142857,1415,1033.625
WI,Wisconsin,"Yes; stated as reciprocity, but the rules and checklist the same as the new applicants and must have same school hours of education, no mention of work history experience or having been licensed for so many months or years if under on hours. https://dsps.wi.gov/Credentialing/Health/fm2960.pdf  Also, with a 6 month temporary permit",yes,NA,NA,yes,yes,yes,600;,"yes, and a state jurisprudence exam with 85% score or better",NA,yes,yes,yes,75,"75, new applicants; 82, reciprocity applicants",62,1,NA,NA,NA,"2, every odd year on 2/28",yes,yes,"yes, and a state jurisprudence exam with 85% score or better",398,28.49519231,44379.94224,170618.9615,60773,5813568,6.4,85.3,2.5,0.9,2.8,0,6.9,703,11.34903983,23606.00284,755,58.80049669,122305.0331,461,21.69443155,45124.41763,312,13.96895695,29055.43046,797,17.26239021,35905.77164,707,13.97405941,29066.04356,671,23.81296572,49530.9687,749,14.65552737,30483.49693,697,20.1474175,41906.62841,432,22.52165727,46845.04712,451,NA,NA,813,47.32417589,76697.64822,432,13.16115702,46845.04712,595,51.64369748,107418.8908,613,NA,NA,201,27.42003012,57033.66265,502,18.41078158,38294.4257,760,47.21026316,153826.4474,152,50.16447368,104342.1053,455,55.86078652,116190.436,1417,435,1319,843,1019,951,933,1515,592,288,1556.516129,2014.534188,1751.112903
WY,Wyoming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,25,NA,240742.7143,61584,577737,0.6,91.5,2.4,2.8,1,0.2,10,436,11.64683544,24225.41772,757,59.92437252,124642.6948,30,NA,NA,55,15.15909091,31530.90909,431,19.02755294,39577.31012,321,13.76201835,28624.99817,195,14.19736842,29530.52632,313,13.96991597,29057.42521,400,20.2775,42177.2,50,19.47115385,40500,205,26.49951923,55119,728,62.16255495,102517.2443,50,13.42857143,40500,NA,NA,NA,271,42.5234375,88448.75,65,25,52000,460,19.37391304,40297.73913,645,85.15717054,182815.5039,53,41.74528302,86830.18868,NA,NA,NA,260,177,321,184,138,188,193,565,68,29,795.8,1035.7,843.12
